id,country,indicatorType,indicator,unit,year,value
9668,syria,electricity indicators,Electricity Generation - Coal,%,2012,0
9669,syria,electricity indicators,Electricity Generation - Nuclear,%,2012,0
9670,syria,electricity indicators,Electricity Generation - Renewables,%,2012,9.746477177
9671,syria,electricity indicators,Electricity Generation - Solar,%,2012,0
9672,syria,electricity indicators,Electricity Generation - Wind,%,2012,0
9673,syria,electricity indicators,Electricity Generation - Hydropower,%,2012,9.746477177
9674,syria,electricity indicators,Electricity Generation - Other,%,2012,0
9675,syria,electricity indicators,Access to Electricity,%,2011,93.5
9676,syria,electricity indicators,Total installed generation capacity,%,2011,9344
9677,syria,electricity indicators,Total generated electricity,MW,2011,42015
9678,syria,electricity indicators,Electricty imports,GWh,2011,902
9679,syria,electricity indicators,Electricity exports,GWh,2011,1192
9680,syria,electricity indicators,Losses,GWh,2011,6460
9681,syria,electricity indicators,Final electricity consumption,GWh,2011,30465
9682,syria,electricity indicators,Electricity consumption per capita,GWh,2011,1486.097561
9683,syria,electricity indicators,Cost of electricity,kWh,2011,
9684,syria,electricity indicators,Electricity price,$/kWh,2011,
9685,syria,electricity indicators,Electricity Generation - Crude Oil and Oil Products,$/kWh,2011,38.73140545
9686,syria,electricity indicators,Electricity Generation - Natural Gas,%,2011,53.45471855
9687,syria,electricity indicators,Electricity Generation - Coal,%,2011,0
9688,syria,electricity indicators,Electricity Generation - Nuclear,%,2011,0
9689,syria,electricity indicators,Electricity Generation - Renewables,%,2011,7.813875997
9690,syria,electricity indicators,Electricity Generation - Solar,%,2011,0
9691,syria,electricity indicators,Electricity Generation - Wind,%,2011,0
9692,syria,electricity indicators,Electricity Generation - Hydropower,%,2011,7.813875997
9693,syria,electricity indicators,Electricity Generation - Other,%,2011,0
9694,syria,electricity indicators,Access to Electricity,%,2010,92.7
9695,syria,electricity indicators,Total installed generation capacity,%,2010,8025
9696,syria,electricity indicators,Total generated electricity,MW,2010,46413
9697,syria,electricity indicators,Electricty imports,GWh,2010,690
9698,syria,electricity indicators,Electricity exports,GWh,2010,1043
9699,syria,electricity indicators,Losses,GWh,2010,7103
9700,syria,electricity indicators,Final electricity consumption,GWh,2010,33654
9701,syria,electricity indicators,Electricity consumption per capita,GWh,2010,1624.227799
9702,syria,electricity indicators,Cost of electricity,kWh,2010,
9703,syria,electricity indicators,Electricity price,$/kWh,2010,
9704,syria,electricity indicators,Electricity Generation - Crude Oil and Oil Products,$/kWh,2010,39.44584491
9705,syria,electricity indicators,Electricity Generation - Natural Gas,%,2010,54.96951285
9706,syria,electricity indicators,Electricity Generation - Coal,%,2010,0
9707,syria,electricity indicators,Electricity Generation - Nuclear,%,2010,0
9708,syria,electricity indicators,Electricity Generation - Renewables,%,2010,5.584642234
9709,syria,electricity indicators,Electricity Generation - Solar,%,2010,0
9710,syria,electricity indicators,Electricity Generation - Wind,%,2010,0
9711,syria,electricity indicators,Electricity Generation - Hydropower,%,2010,5.584642234
9712,syria,electricity indicators,Electricity Generation - Other,%,2010,0
9713,syria,energy efficiency indicators,RISE score,%,2017,
9714,syria,energy efficiency indicators,RISE energy efficiency score,/100,2017,
9715,syria,energy efficiency indicators,Energy efficiency potential,/100,2017,
9716,syria,energy efficiency indicators,Energy efficiency potential - Electricity sector,% of TPES,2017,
9717,syria,energy efficiency indicators,Energy efficiency potential - Residential Sector,% of EE potential,2017,
9718,syria,energy efficiency indicators,Energy efficiency potential - Industry Sector,% of EE potential,2017,
9719,syria,energy efficiency indicators,Energy efficiency potential - Transport Sector,% of EE potential,2017,
9720,syria,energy efficiency indicators,Energy efficiency potential - Services Sector,% of EE potential,2017,
9721,syria,energy efficiency indicators,RISE score,% of EE potential,2016,
9722,syria,energy efficiency indicators,RISE energy efficiency score,/100,2016,
9723,syria,energy efficiency indicators,Energy efficiency potential,/100,2016,
9724,syria,energy efficiency indicators,Energy efficiency potential - Electricity sector,% of TPES,2016,
9725,syria,energy efficiency indicators,Energy efficiency potential - Residential Sector,% of EE potential,2016,
9726,syria,energy efficiency indicators,Energy efficiency potential - Industry Sector,% of EE potential,2016,
9727,syria,energy efficiency indicators,Energy efficiency potential - Transport Sector,% of EE potential,2016,
9728,syria,energy efficiency indicators,Energy efficiency potential - Services Sector,% of EE potential,2016,
9729,syria,energy efficiency indicators,RISE score,% of EE potential,2015,
9730,syria,energy efficiency indicators,RISE energy efficiency score,/100,2015,
9731,syria,energy efficiency indicators,Energy efficiency potential,/100,2015,
9732,syria,energy efficiency indicators,Energy efficiency potential - Electricity sector,% of TPES,2015,
9733,syria,energy efficiency indicators,Energy efficiency potential - Residential Sector,% of EE potential,2015,
9734,syria,energy efficiency indicators,Energy efficiency potential - Industry Sector,% of EE potential,2015,
9735,syria,energy efficiency indicators,Energy efficiency potential - Transport Sector,% of EE potential,2015,
9736,syria,energy efficiency indicators,Energy efficiency potential - Services Sector,% of EE potential,2015,
9737,syria,energy efficiency indicators,RISE score,% of EE potential,2014,
9738,syria,energy efficiency indicators,RISE energy efficiency score,/100,2014,
9739,syria,energy efficiency indicators,Energy efficiency potential,/100,2014,
9740,syria,energy efficiency indicators,Energy efficiency potential - Electricity sector,% of TPES,2014,
9741,syria,energy efficiency indicators,Energy efficiency potential - Residential Sector,% of EE potential,2014,
9742,syria,energy efficiency indicators,Energy efficiency potential - Industry Sector,% of EE potential,2014,
9743,syria,energy efficiency indicators,Energy efficiency potential - Transport Sector,% of EE potential,2014,
9744,syria,energy efficiency indicators,Energy efficiency potential - Services Sector,% of EE potential,2014,
9745,syria,energy efficiency indicators,RISE score,% of EE potential,2013,
9746,syria,energy efficiency indicators,RISE energy efficiency score,/100,2013,
9747,syria,energy efficiency indicators,Energy efficiency potential,/100,2013,
9748,syria,energy efficiency indicators,Energy efficiency potential - Electricity sector,% of TPES,2013,
9749,syria,energy efficiency indicators,Energy efficiency potential - Residential Sector,% of EE potential,2013,
9750,syria,energy efficiency indicators,Energy efficiency potential - Industry Sector,% of EE potential,2013,
9751,syria,energy efficiency indicators,Energy efficiency potential - Transport Sector,% of EE potential,2013,
9752,syria,energy efficiency indicators,Energy efficiency potential - Services Sector,% of EE potential,2013,
9753,syria,energy efficiency indicators,RISE score,% of EE potential,2012,
9754,syria,energy efficiency indicators,RISE energy efficiency score,/100,2012,
9755,syria,energy efficiency indicators,Energy efficiency potential,/100,2012,
9756,syria,energy efficiency indicators,Energy efficiency potential - Electricity sector,% of TPES,2012,
9757,syria,energy efficiency indicators,Energy efficiency potential - Residential Sector,% of EE potential,2012,
9758,syria,energy efficiency indicators,Energy efficiency potential - Industry Sector,% of EE potential,2012,
9759,syria,energy efficiency indicators,Energy efficiency potential - Transport Sector,% of EE potential,2012,
9760,syria,energy efficiency indicators,Energy efficiency potential - Services Sector,% of EE potential,2012,
9761,syria,energy efficiency indicators,RISE score,% of EE potential,2011,
9762,syria,energy efficiency indicators,RISE energy efficiency score,/100,2011,
9763,syria,energy efficiency indicators,Energy efficiency potential,/100,2011,
9764,syria,energy efficiency indicators,Energy efficiency potential - Electricity sector,% of TPES,2011,
9765,syria,energy efficiency indicators,Energy efficiency potential - Residential Sector,% of EE potential,2011,
9766,syria,energy efficiency indicators,Energy efficiency potential - Industry Sector,% of EE potential,2011,
9767,syria,energy efficiency indicators,Energy efficiency potential - Transport Sector,% of EE potential,2011,
9768,syria,energy efficiency indicators,Energy efficiency potential - Services Sector,% of EE potential,2011,
9769,syria,energy efficiency indicators,RISE score,% of EE potential,2010,
9770,syria,energy efficiency indicators,RISE energy efficiency score,/100,2010,
9771,syria,energy efficiency indicators,Energy efficiency potential,/100,2010,
9772,syria,energy efficiency indicators,Energy efficiency potential - Electricity sector,% of TPES,2010,
9773,syria,energy efficiency indicators,Energy efficiency potential - Residential Sector,% of EE potential,2010,
9774,syria,energy efficiency indicators,Energy efficiency potential - Industry Sector,% of EE potential,2010,
9775,syria,energy efficiency indicators,Energy efficiency potential - Transport Sector,% of EE potential,2010,
9776,syria,energy efficiency indicators,Energy efficiency potential - Services Sector,% of EE potential,2010,
9777,tunisia,economic indicators,GDP,% of EE potential,2017,
9778,tunisia,economic indicators,GDP based on PPP,US $B,2017,
9779,tunisia,economic indicators,Real GDP growth,Int. $B,2017,
9780,tunisia,economic indicators,GDP per capita,%,2017,
9781,tunisia,economic indicators,GDP per capita based on PPP,US $,2017,
9782,tunisia,economic indicators,Population,Int. $B,2017,
9783,tunisia,economic indicators,Land Area,million,2017,
9784,tunisia,economic indicators,Human Development Index,sq.km,2017,
9785,tunisia,economic indicators,Inflation rate,,2017,
9786,tunisia,economic indicators,Unemployment rate,%,2017,
9787,tunisia,economic indicators,Current account balance,%,2017,
9788,tunisia,economic indicators,Government Gross Debt (share of GDP),US $B,2017,
9789,tunisia,economic indicators,International Reserves,%,2017,
9790,tunisia,economic indicators,CO2 emissions intensity,US $B,2017,
9791,tunisia,economic indicators,CO2 emissions per capita,kg/$1000 of GDP,2017,
9792,tunisia,economic indicators,GDP,metric tons,2016,41.87
9793,tunisia,economic indicators,GDP based on PPP,US $B,2016,130.58
9794,tunisia,economic indicators,Real GDP growth,Int. $B,2016,1
9795,tunisia,economic indicators,GDP per capita,%,2016,3730
9796,tunisia,economic indicators,GDP per capita based on PPP,US $,2016,11634
9797,tunisia,economic indicators,Population,Int. $B,2016,11.23
9798,tunisia,economic indicators,Land Area,million,2016,155360
9799,tunisia,economic indicators,Human Development Index,sq.km,2016,
9800,tunisia,economic indicators,Inflation rate,,2016,3.7
9801,tunisia,economic indicators,Unemployment rate,%,2016,14
9802,tunisia,economic indicators,Current account balance,%,2016,-3.8
9803,tunisia,economic indicators,Government Gross Debt (share of GDP),US $B,2016,60.6
9804,tunisia,economic indicators,International Reserves,%,2016,
9805,tunisia,economic indicators,CO2 emissions intensity,US $B,2016,
9806,tunisia,economic indicators,CO2 emissions per capita,kg/$1000 of GDP,2016,
9807,tunisia,economic indicators,GDP,metric tons,2015,43.16
9808,tunisia,economic indicators,GDP based on PPP,US $B,2015,127.61
9809,tunisia,economic indicators,Real GDP growth,Int. $B,2015,1.1
9810,tunisia,economic indicators,GDP per capita,%,2015,3884
9811,tunisia,economic indicators,GDP per capita based on PPP,US $,2015,11486
9812,tunisia,economic indicators,Population,Int. $B,2015,11.11
9813,tunisia,economic indicators,Land Area,million,2015,155360
9814,tunisia,economic indicators,Human Development Index,sq.km,2015,0.73
9815,tunisia,economic indicators,Inflation rate,,2015,4.9
9816,tunisia,economic indicators,Unemployment rate,%,2015,15
9817,tunisia,economic indicators,Current account balance,%,2015,-3.8
9818,tunisia,economic indicators,Government Gross Debt (share of GDP),US $B,2015,57.2
9819,tunisia,economic indicators,International Reserves,%,2015,
9820,tunisia,economic indicators,CO2 emissions intensity,US $B,2015,247.65
9821,tunisia,economic indicators,CO2 emissions per capita,kg/$1000 of GDP,2015,2.62
9822,tunisia,economic indicators,GDP,metric tons,2014,47.61
9823,tunisia,economic indicators,GDP based on PPP,US $B,2014,124.87
9824,tunisia,economic indicators,Real GDP growth,Int. $B,2014,2.3
9825,tunisia,economic indicators,GDP per capita,%,2014,4329
9826,tunisia,economic indicators,GDP per capita based on PPP,US $,2014,11354
9827,tunisia,economic indicators,Population,Int. $B,2014,11
9828,tunisia,economic indicators,Land Area,million,2014,155360
9829,tunisia,economic indicators,Human Development Index,sq.km,2014,0.72
9830,tunisia,economic indicators,Inflation rate,,2014,4.9
9831,tunisia,economic indicators,Unemployment rate,%,2014,15.3
9832,tunisia,economic indicators,Current account balance,%,2014,-4.3
9833,tunisia,economic indicators,Government Gross Debt (share of GDP),US $B,2014,51.6
9834,tunisia,economic indicators,International Reserves,%,2014,7.5
9835,tunisia,economic indicators,CO2 emissions intensity,US $B,2014,230.59
9836,tunisia,economic indicators,CO2 emissions per capita,kg/$1000 of GDP,2014,2.45
9837,tunisia,economic indicators,GDP,metric tons,2013,46.25
9838,tunisia,economic indicators,GDP based on PPP,US $B,2013,119.97
9839,tunisia,economic indicators,Real GDP growth,Int. $B,2013,2.4
9840,tunisia,economic indicators,GDP per capita,%,2013,4249
9841,tunisia,economic indicators,GDP per capita based on PPP,US $,2013,11020
9842,tunisia,economic indicators,Population,Int. $B,2013,10.89
9843,tunisia,economic indicators,Land Area,million,2013,155360
9844,tunisia,economic indicators,Human Development Index,sq.km,2013,0.72
9845,tunisia,economic indicators,Inflation rate,,2013,5.8
9846,tunisia,economic indicators,Unemployment rate,%,2013,15.3
9847,tunisia,economic indicators,Current account balance,%,2013,-3.9
9848,tunisia,economic indicators,Government Gross Debt (share of GDP),US $B,2013,46.8
9849,tunisia,economic indicators,International Reserves,%,2013,7.55
9850,tunisia,economic indicators,CO2 emissions intensity,US $B,2013,218.94
9851,tunisia,economic indicators,CO2 emissions per capita,kg/$1000 of GDP,2013,2.3
9852,tunisia,economic indicators,GDP,metric tons,2012,45.04
9853,tunisia,economic indicators,GDP based on PPP,US $B,2012,115.25
9854,tunisia,economic indicators,Real GDP growth,Int. $B,2012,3.9
9855,tunisia,economic indicators,GDP per capita,%,2012,4180
9856,tunisia,economic indicators,GDP per capita based on PPP,US $,2012,10694
9857,tunisia,economic indicators,Population,Int. $B,2012,10.78
9858,tunisia,economic indicators,Land Area,million,2012,155360
9859,tunisia,economic indicators,Human Development Index,sq.km,2012,0.72
9860,tunisia,economic indicators,Inflation rate,,2012,5.1
9861,tunisia,economic indicators,Unemployment rate,%,2012,16.7
9862,tunisia,economic indicators,Current account balance,%,2012,-3.7
9863,tunisia,economic indicators,Government Gross Debt (share of GDP),US $B,2012,47.7
9864,tunisia,economic indicators,International Reserves,%,2012,8.72
9865,tunisia,economic indicators,CO2 emissions intensity,US $B,2012,223.37
9866,tunisia,economic indicators,CO2 emissions per capita,kg/$1000 of GDP,2012,2.32
9867,tunisia,economic indicators,GDP,metric tons,2011,45.81
9868,tunisia,economic indicators,GDP based on PPP,US $B,2011,108.91
9869,tunisia,economic indicators,Real GDP growth,Int. $B,2011,-1.9
9870,tunisia,economic indicators,GDP per capita,%,2011,4292
9871,tunisia,economic indicators,GDP per capita based on PPP,US $,2011,10204
9872,tunisia,economic indicators,Population,Int. $B,2011,10.67
9873,tunisia,economic indicators,Land Area,million,2011,155360
9874,tunisia,economic indicators,Human Development Index,sq.km,2011,0.72
9875,tunisia,economic indicators,Inflation rate,,2011,3.5
9876,tunisia,economic indicators,Unemployment rate,%,2011,18.9
9877,tunisia,economic indicators,Current account balance,%,2011,-3.4
9878,tunisia,economic indicators,Government Gross Debt (share of GDP),US $B,2011,43.1
9879,tunisia,economic indicators,International Reserves,%,2011,7.79
9880,tunisia,economic indicators,CO2 emissions intensity,US $B,2011,222.83
9881,tunisia,economic indicators,CO2 emissions per capita,kg/$1000 of GDP,2011,2.26
9882,tunisia,economic indicators,GDP,metric tons,2010,44.05
9883,tunisia,economic indicators,GDP based on PPP,US $B,2010,108.8
9884,tunisia,economic indicators,Real GDP growth,Int. $B,2010,2.6
9885,tunisia,economic indicators,GDP per capita,%,2010,4177
9886,tunisia,economic indicators,GDP per capita based on PPP,US $,2010,10315
9887,tunisia,economic indicators,Population,Int. $B,2010,10.55
9888,tunisia,economic indicators,Land Area,million,2010,155360
9889,tunisia,economic indicators,Human Development Index,sq.km,2010,0.71
9890,tunisia,economic indicators,Inflation rate,,2010,3.3
9891,tunisia,economic indicators,Unemployment rate,%,2010,13
9892,tunisia,economic indicators,Current account balance,%,2010,-2.1
9893,tunisia,economic indicators,Government Gross Debt (share of GDP),US $B,2010,39.2
9894,tunisia,economic indicators,International Reserves,%,2010,9.76
9895,tunisia,economic indicators,CO2 emissions intensity,US $B,2010,229.45
9896,tunisia,economic indicators,CO2 emissions per capita,kg/$1000 of GDP,2010,2.41
9897,tunisia,energy indicators,Gross energy production,metric tons,2017,
9898,tunisia,energy indicators,Gross energy production - Crude Oil and Oil Products,ktoe,2017,
9899,tunisia,energy indicators,Gross energy production - Natural Gas,%,2017,
9900,tunisia,energy indicators,Gross energy production - Coal,%,2017,
9901,tunisia,energy indicators,Gross energy production - Nuclear,%,2017,
9902,tunisia,energy indicators,Gross energy production - Renewables,%,2017,
9903,tunisia,energy indicators,Gross energy production - Solar,%,2017,
9904,tunisia,energy indicators,Gross energy production - Wind,%,2017,
9905,tunisia,energy indicators,Gross energy production - Hydropower,%,2017,
9906,tunisia,energy indicators,Gross energy production - Other,%,2017,
9907,tunisia,energy indicators,Total energy export,%,2017,
9908,tunisia,energy indicators,Total energy export - Crude Oil and Oil Products,ktoe,2017,
9909,tunisia,energy indicators,Total energy export - Natural Gas,%,2017,
9910,tunisia,energy indicators,Total energy export - Coal,%,2017,
9911,tunisia,energy indicators,Total energy export - Electricity,%,2017,
9912,tunisia,energy indicators,Total energy import,%,2017,
9913,tunisia,energy indicators,Total energy import- Crude Oil and Oil Products,ktoe,2017,
9914,tunisia,energy indicators,Total energy import - Natural Gas,%,2017,
9915,tunisia,energy indicators,Total energy import - Coal,%,2017,
9916,tunisia,energy indicators,Total energy import - Electricity,%,2017,
9917,tunisia,energy indicators,Total primary energy supply (TPES),%,2017,
9918,tunisia,energy indicators,Primary energy supply per capita,ktoe,2017,
9919,tunisia,energy indicators,Energy productivity,toe,2017,
9920,tunisia,energy indicators,Energy subsidies,$/kgoe,2017,
9921,tunisia,energy indicators,Final energy consumption,$B,2017,
9922,tunisia,energy indicators,Final energy consumption - Crude Oil and Oil Products,ktoe,2017,
9923,tunisia,energy indicators,Final energy consumption - Natural Gas,%,2017,
9924,tunisia,energy indicators,Final energy consumption - Coal,%,2017,
9925,tunisia,energy indicators,Final energy consumption - Electricity,%,2017,
9926,tunisia,energy indicators,Final energy consumption - Other,%,2017,
9927,tunisia,energy indicators,Energy use per capita,%,2017,
9928,tunisia,energy indicators,Energy use by Sector - Industry,toe,2017,
9929,tunisia,energy indicators,Energy use by Sector - Transport,%,2017,
9930,tunisia,energy indicators,Energy use by Sector - Residential,%,2017,
9931,tunisia,energy indicators,Energy use by Sector - Tertiary,%,2017,
9932,tunisia,energy indicators,Energy use by Sector - Agricultural & Fishing,%,2017,
9933,tunisia,energy indicators,Energy use by Sector - Other,%,2017,
9934,tunisia,energy indicators,Gross energy production,%,2016,
9935,tunisia,energy indicators,Gross energy production - Crude Oil and Oil Products,ktoe,2016,
9936,tunisia,energy indicators,Gross energy production - Natural Gas,%,2016,
9937,tunisia,energy indicators,Gross energy production - Coal,%,2016,
9938,tunisia,energy indicators,Gross energy production - Nuclear,%,2016,
9939,tunisia,energy indicators,Gross energy production - Renewables,%,2016,
9940,tunisia,energy indicators,Gross energy production - Solar,%,2016,
9941,tunisia,energy indicators,Gross energy production - Wind,%,2016,
9942,tunisia,energy indicators,Gross energy production - Hydropower,%,2016,
9943,tunisia,energy indicators,Gross energy production - Other,%,2016,
9944,tunisia,energy indicators,Total energy export,%,2016,
9945,tunisia,energy indicators,Total energy export - Crude Oil and Oil Products,ktoe,2016,
9946,tunisia,energy indicators,Total energy export - Natural Gas,%,2016,
9947,tunisia,energy indicators,Total energy export - Coal,%,2016,
9948,tunisia,energy indicators,Total energy export - Electricity,%,2016,
9949,tunisia,energy indicators,Total energy import,%,2016,
9950,tunisia,energy indicators,Total energy import- Crude Oil and Oil Products,ktoe,2016,
9951,tunisia,energy indicators,Total energy import - Natural Gas,%,2016,
9952,tunisia,energy indicators,Total energy import - Coal,%,2016,
9953,tunisia,energy indicators,Total energy import - Electricity,%,2016,
9954,tunisia,energy indicators,Total primary energy supply (TPES),%,2016,
9955,tunisia,energy indicators,Primary energy supply per capita,ktoe,2016,
9956,tunisia,energy indicators,Energy productivity,toe,2016,
9957,tunisia,energy indicators,Energy subsidies,$/kgoe,2016,
9958,tunisia,energy indicators,Final energy consumption,$B,2016,
9959,tunisia,energy indicators,Final energy consumption - Crude Oil and Oil Products,ktoe,2016,
9960,tunisia,energy indicators,Final energy consumption - Natural Gas,%,2016,
9961,tunisia,energy indicators,Final energy consumption - Coal,%,2016,
9962,tunisia,energy indicators,Final energy consumption - Electricity,%,2016,
9963,tunisia,energy indicators,Final energy consumption - Other,%,2016,
9964,tunisia,energy indicators,Energy use per capita,%,2016,
9965,tunisia,energy indicators,Energy use by Sector - Industry,toe,2016,
9966,tunisia,energy indicators,Energy use by Sector - Transport,%,2016,
9967,tunisia,energy indicators,Energy use by Sector - Residential,%,2016,
9968,tunisia,energy indicators,Energy use by Sector - Tertiary,%,2016,
9969,tunisia,energy indicators,Energy use by Sector - Agricultural & Fishing,%,2016,
9970,tunisia,energy indicators,Energy use by Sector - Other,%,2016,
9971,tunisia,energy indicators,Gross energy production,%,2015,
9972,tunisia,energy indicators,Gross energy production - Crude Oil and Oil Products,ktoe,2015,
9973,tunisia,energy indicators,Gross energy production - Natural Gas,%,2015,
9974,tunisia,energy indicators,Gross energy production - Coal,%,2015,
9975,tunisia,energy indicators,Gross energy production - Nuclear,%,2015,
9976,tunisia,energy indicators,Gross energy production - Renewables,%,2015,
9977,tunisia,energy indicators,Gross energy production - Solar,%,2015,
9978,tunisia,energy indicators,Gross energy production - Wind,%,2015,
9979,tunisia,energy indicators,Gross energy production - Hydropower,%,2015,
9980,tunisia,energy indicators,Gross energy production - Other,%,2015,
9981,tunisia,energy indicators,Total energy export,%,2015,
9982,tunisia,energy indicators,Total energy export - Crude Oil and Oil Products,ktoe,2015,
9983,tunisia,energy indicators,Total energy export - Natural Gas,%,2015,
9984,tunisia,energy indicators,Total energy export - Coal,%,2015,
9985,tunisia,energy indicators,Total energy export - Electricity,%,2015,
9986,tunisia,energy indicators,Total energy import,%,2015,
9987,tunisia,energy indicators,Total energy import- Crude Oil and Oil Products,ktoe,2015,
9988,tunisia,energy indicators,Total energy import - Natural Gas,%,2015,
9989,tunisia,energy indicators,Total energy import - Coal,%,2015,
9990,tunisia,energy indicators,Total energy import - Electricity,%,2015,
9991,tunisia,energy indicators,Total primary energy supply (TPES),%,2015,
9992,tunisia,energy indicators,Primary energy supply per capita,ktoe,2015,
9993,tunisia,energy indicators,Energy productivity,toe,2015,
9994,tunisia,energy indicators,Energy subsidies,$/kgoe,2015,2.003920682
9995,tunisia,energy indicators,Final energy consumption,$B,2015,
9996,tunisia,energy indicators,Final energy consumption - Crude Oil and Oil Products,ktoe,2015,
9997,tunisia,energy indicators,Final energy consumption - Natural Gas,%,2015,
9998,tunisia,energy indicators,Final energy consumption - Coal,%,2015,
9999,tunisia,energy indicators,Final energy consumption - Electricity,%,2015,
10000,tunisia,energy indicators,Final energy consumption - Other,%,2015,
10001,tunisia,energy indicators,Energy use per capita,%,2015,
10002,tunisia,energy indicators,Energy use by Sector - Industry,toe,2015,
10003,tunisia,energy indicators,Energy use by Sector - Transport,%,2015,
10004,tunisia,energy indicators,Energy use by Sector - Residential,%,2015,
10005,tunisia,energy indicators,Energy use by Sector - Tertiary,%,2015,
10006,tunisia,energy indicators,Energy use by Sector - Agricultural & Fishing,%,2015,
10007,tunisia,energy indicators,Energy use by Sector - Other,%,2015,
10008,tunisia,energy indicators,Gross energy production,%,2014,6709.304
10009,tunisia,energy indicators,Gross energy production - Crude Oil and Oil Products,ktoe,2014,43.24602075
10010,tunisia,energy indicators,Gross energy production - Natural Gas,%,2014,38.39806633
10011,tunisia,energy indicators,Gross energy production - Coal,%,2014,0
10012,tunisia,energy indicators,Gross energy production - Nuclear,%,2014,0
10013,tunisia,energy indicators,Gross energy production - Renewables,%,2014,17.42195614
10014,tunisia,energy indicators,Gross energy production - Solar,%,2014,0.678758929
10015,tunisia,energy indicators,Gross energy production - Wind,%,2014,0.649873668
10016,tunisia,energy indicators,Gross energy production - Hydropower,%,2014,0.071780918
10017,tunisia,energy indicators,Gross energy production - Other,%,2014,0.933956786
10018,tunisia,energy indicators,Total energy export,%,2014,3244.537
10019,tunisia,energy indicators,Total energy export - Crude Oil and Oil Products,ktoe,2014,98.34336918
10020,tunisia,energy indicators,Total energy export - Natural Gas,%,2014,0
10021,tunisia,energy indicators,Total energy export - Coal,%,2014,0
10022,tunisia,energy indicators,Total energy export - Electricity,%,2014,1.656630823
10023,tunisia,energy indicators,Total energy import,%,2014,7398.251
10024,tunisia,energy indicators,Total energy import- Crude Oil and Oil Products,ktoe,2014,63.00463447
10025,tunisia,energy indicators,Total energy import - Natural Gas,%,2014,36.37228583
10026,tunisia,energy indicators,Total energy import - Coal,%,2014,0
10027,tunisia,energy indicators,Total energy import - Electricity,%,2014,0.623066181
10028,tunisia,energy indicators,Total primary energy supply (TPES),%,2014,10515.47
10029,tunisia,energy indicators,Primary energy supply per capita,ktoe,2014,0.955951818
10030,tunisia,energy indicators,Energy productivity,toe,2014,4.527615028
10031,tunisia,energy indicators,Energy subsidies,$/kgoe,2014,
10032,tunisia,energy indicators,Final energy consumption,$B,2014,7629.03
10033,tunisia,energy indicators,Final energy consumption - Crude Oil and Oil Products,ktoe,2014,53.52233508
10034,tunisia,energy indicators,Final energy consumption - Natural Gas,%,2014,17.33192817
10035,tunisia,energy indicators,Final energy consumption - Coal,%,2014,0
10036,tunisia,energy indicators,Final energy consumption - Electricity,%,2014,17.1232778
10037,tunisia,energy indicators,Final energy consumption - Other,%,2014,12.02245895
10038,tunisia,energy indicators,Energy use per capita,%,2014,0.693548182
10039,tunisia,energy indicators,Energy use by Sector - Industry,toe,2014,28.95672189
10040,tunisia,energy indicators,Energy use by Sector - Transport,%,2014,27.65603229
10041,tunisia,energy indicators,Energy use by Sector - Residential,%,2014,26.27534562
10042,tunisia,energy indicators,Energy use by Sector - Tertiary,%,2014,8.368272244
10043,tunisia,energy indicators,Energy use by Sector - Agricultural & Fishing,%,2014,5.862567063
10044,tunisia,energy indicators,Energy use by Sector - Other,%,2014,2.881060895
10045,tunisia,energy indicators,Gross energy production,%,2013,7296.973
10046,tunisia,energy indicators,Gross energy production - Crude Oil and Oil Products,ktoe,2013,44.50594788
10047,tunisia,energy indicators,Gross energy production - Natural Gas,%,2013,38.71778065
10048,tunisia,energy indicators,Gross energy production - Coal,%,2013,0
10049,tunisia,energy indicators,Gross energy production - Nuclear,%,2013,0
10050,tunisia,energy indicators,Gross energy production - Renewables,%,2013,15.77813156
10051,tunisia,energy indicators,Gross energy production - Solar,%,2013,0.55294161
10052,tunisia,energy indicators,Gross energy production - Wind,%,2013,0.42192838
10053,tunisia,energy indicators,Gross energy production - Hydropower,%,2013,0.070714254
10054,tunisia,energy indicators,Gross energy production - Other,%,2013,0.998139914
10055,tunisia,energy indicators,Total energy export,%,2013,3256.26
10056,tunisia,energy indicators,Total energy export - Crude Oil and Oil Products,ktoe,2013,99.38463145
10057,tunisia,energy indicators,Total energy export - Natural Gas,%,2013,0
10058,tunisia,energy indicators,Total energy export - Coal,%,2013,0
10059,tunisia,energy indicators,Total energy export - Electricity,%,2013,0.615368552
10060,tunisia,energy indicators,Total energy import,%,2013,6719.521
10061,tunisia,energy indicators,Total energy import- Crude Oil and Oil Products,ktoe,2013,62.99544268
10062,tunisia,energy indicators,Total energy import - Natural Gas,%,2013,36.77802331
10063,tunisia,energy indicators,Total energy import - Coal,%,2013,0
10064,tunisia,energy indicators,Total energy import - Electricity,%,2013,0.226534004
10065,tunisia,energy indicators,Total primary energy supply (TPES),%,2013,10412.689
10066,tunisia,energy indicators,Primary energy supply per capita,ktoe,2013,0.956169789
10067,tunisia,energy indicators,Energy productivity,toe,2013,4.441696088
10068,tunisia,energy indicators,Energy subsidies,$/kgoe,2013,2.8954722
10069,tunisia,energy indicators,Final energy consumption,$B,2013,7362.116
10070,tunisia,energy indicators,Final energy consumption - Crude Oil and Oil Products,ktoe,2013,50.65091341
10071,tunisia,energy indicators,Final energy consumption - Natural Gas,%,2013,19.67375955
10072,tunisia,energy indicators,Final energy consumption - Coal,%,2013,0
